global_instance_id,planning_horizon,item_count,work_center_count
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G012441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G012442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G012531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G012532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G012541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G012542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021431,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021432,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G021542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022431,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022432,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G022542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511431,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511432,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G511542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512431,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512432,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G512542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521431,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521432,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G521542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522431,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522432,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G522542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531431,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531432,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G531542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532431,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532432,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G532542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541431,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541432,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G541542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542431,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542432,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_G542542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011431,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011432,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K011542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012431,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012432,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K012542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021431,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021432,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021441,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021442,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021531,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021532,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021541,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K021542,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K022131,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K022132,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K022141,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K022142,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K022231,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K022232,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K022241,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K022242,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K022331,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K022332,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K022341,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K022342,24,10,3
STADTLER2003::Bplus::LSDM_STADTLER2003_MLCLSP_24_seasonal_K022431,24,10,3
