"family","original_instance_id","subfamily","global_instance_id","canonical_xml_path","fingerprint","collision_scope"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_16_erratic_G502530","C","STADTLER2003::C::LSDM_STADTLER2003_MLCLSP_16_erratic_G502530","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\C\instances\LSDM_STADTLER2003_MLCLSP_16_erratic_G502530.xml","SHA256-XML-1:37622D8C62D07FC841B1D1DDEA7B7041EEC2DBC3DAD22FE9FD62F8A3BA74A6B9","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_16_erratic_G502530","E","STADTLER2003::E::LSDM_STADTLER2003_MLCLSP_16_erratic_G502530","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\E\instances\LSDM_STADTLER2003_MLCLSP_16_erratic_G502530.xml","SHA256-XML-1:8E202A3E09F95C3E6FE659CD449CDD8516D34CC3971A36048621ECFDD1D8FFA2","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_16_erratic_G502540","C","STADTLER2003::C::LSDM_STADTLER2003_MLCLSP_16_erratic_G502540","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\C\instances\LSDM_STADTLER2003_MLCLSP_16_erratic_G502540.xml","SHA256-XML-1:73DB39C9ADA45DDAA2F3B21C0303EAA3D8118BEBA8100144D94D96DDC003A69A","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_16_erratic_G502540","E","STADTLER2003::E::LSDM_STADTLER2003_MLCLSP_16_erratic_G502540","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\E\instances\LSDM_STADTLER2003_MLCLSP_16_erratic_G502540.xml","SHA256-XML-1:2F5A8FD2476B9CC02417BCDE84ECB6B3CA3F12E0E33ED5090540C52D36CBC43C","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501130","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501130","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501130.xml","SHA256-XML-1:B363C6B0242796CBE0A8BBB6A4F3CE6B66EC1B666DA66BEB52A6754A11871D9E","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501130","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501130","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501130.xml","SHA256-XML-1:4FA3481519D895E1AA26BB8B951068E684C0962F060CD3B91D30189D2E290F67","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501140","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501140","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501140.xml","SHA256-XML-1:F20CC639D3B1D027687400F15275C7D44FC22342837BC31B231EED36F91D9EAE","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501140","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501140","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501140.xml","SHA256-XML-1:638816A1EAB62EE8D0B6E0A02FA3EDAE0C92F8BA605A5A46C3001A02851AC1D7","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501230","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501230","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501230.xml","SHA256-XML-1:EB5ED81FCA03C0B16EF4C3FDD29750B80EAFB4075BE336FB05972C9108E80237","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501230","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501230","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501230.xml","SHA256-XML-1:C50D19F927ADAD8E316DBCFDC580C22D71D0903E7ADA3D229053883A8FC25EF1","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501240","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501240","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501240.xml","SHA256-XML-1:64AEA9DB4C638EA7A1E93514489D1E869AA4C6567D33460BD8C446AEBEF97CBB","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501240","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501240","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501240.xml","SHA256-XML-1:D57F63D3F030EF51384BFD7709FA74CC5E15E0D1217257706D7E3A0833FFC07B","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501330","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501330","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501330.xml","SHA256-XML-1:1AD9FE759631A99E9856AC073AE16637547CA268169E2476766816153CED5DA3","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501330","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501330","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501330.xml","SHA256-XML-1:787DBB9E2CF55014356CDEE9E9489D2C144C0AC1D129E8B716278896D41C177B","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501340","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501340","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501340.xml","SHA256-XML-1:26A79919712AEE18434381C6A558C74F49D72737272AFBC5273EF140DF099E8C","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501340","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501340","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501340.xml","SHA256-XML-1:8BC9FBF414A4B345FA6ADB411A30D2D7FE6875B75A7E0B3CA839F79A80D331E0","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501430","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501430","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501430.xml","SHA256-XML-1:5379566A63CA864293DDA4D3F4D383F91D7ABB6DDD5E17053B42819BF608C9CE","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501430","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501430","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501430.xml","SHA256-XML-1:AA8D96B89D3DE72D9145E748FBB3C034997CFD82872BFC56A3CDA30C1FB12D2A","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501440","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501440","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501440.xml","SHA256-XML-1:4BA2C146C27D7485F514FB3618EA04ED87AE581A83E9373810CFBAFEC8711B44","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501440","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501440","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501440.xml","SHA256-XML-1:E189D60AB1B9CD064407AF4B958965FD000AB920CA9A34EDD54E2F294FFD5D41","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501530","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501530","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501530.xml","SHA256-XML-1:892A211A1ACFB4E42F4DF26CB85DF04B408D0A4BB1ABEAC8E8A998D9BFA06E1C","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501530","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501530","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501530.xml","SHA256-XML-1:69B0BCE2B76AFC3B8EF5BD50FA258366D5C86102BA1D660347E9A9BDCAE46E1C","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501540","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501540","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501540.xml","SHA256-XML-1:7B797AE6843A6109637876E8E682870966FA8B42924BC09844C7A75A4E6E1A31","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G501540","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G501540","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G501540.xml","SHA256-XML-1:9800ABF2C7420BE39DBE3BBD433CDA63E1601FBF40E7FD48F9256E857560AFFE","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502130","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502130","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502130.xml","SHA256-XML-1:52A76F80F32914298632CD04C27647EB7C26AEA0CF5E59E84A78656D55F14F70","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502130","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502130","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502130.xml","SHA256-XML-1:4BEF84DCD1BA1CA49F703F8E4E6D963CB8EBA498271DE6BB50E3F27E7F056DC9","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502140","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502140","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502140.xml","SHA256-XML-1:828E2BC26E4971FEE690F77706A9A0D8D7FCFE730485A31D9A662C7E0D3BB40D","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502140","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502140","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502140.xml","SHA256-XML-1:F439D2B91F5754E8FADA66E5529AB1D5E63046AD23C4F5591F4ACA5DBF3B407E","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502230","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502230","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502230.xml","SHA256-XML-1:7195C9253AFB91C4E964ADE29BA74C912C55E074A5824C6A402B4C69C0E6B84A","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502230","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502230","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502230.xml","SHA256-XML-1:DB2AFB5B78A3FF1CD7B0EEE54B0C92B9DEF9CDCF7087B80D20F4FB785BB97652","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502240","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502240","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502240.xml","SHA256-XML-1:41B707FDB4918C14D504FC2AF97FD332D201D2E1B23EDF275787C4CCD3D757A4","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502240","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502240","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502240.xml","SHA256-XML-1:A6B1B5343F99C4BE3A365FD7CC4B096E40C04E9858CC1A6852C21A040FBC57C8","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502330","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502330","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502330.xml","SHA256-XML-1:220626D141774D26D432CD6398EBABF9E8590740004CD975E23883FEAE112CBA","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502330","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502330","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502330.xml","SHA256-XML-1:E9C478CB6B71449BA9FAAF623C15E7FAE0F53F2CA0A01B05FEBC20FDCE77A30A","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502340","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502340","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502340.xml","SHA256-XML-1:14D5D0EA3DDFA53EBBA9C136AA3FB61B4ED0F480EC7888748FD9411BD411FC23","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502340","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502340","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502340.xml","SHA256-XML-1:2F9BEEEC554C24E898BC42D4298061E7F3C4CE50336E878E60CD2B8D6DAAA42E","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502430","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502430","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502430.xml","SHA256-XML-1:C497D9606290986748BD0CD0F280D6B7D8B2763197F6C95FD37D844281E20798","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502430","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502430","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502430.xml","SHA256-XML-1:2920A1610CEAA310BBC1E554A625B317809BC8244AFFB159EF2A6D166C0A4A83","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502440","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502440","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502440.xml","SHA256-XML-1:4C3523503AD6905FB499A3527309AB46AD4B09A1493B183FE7EFC6F5DB1E2A06","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502440","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502440","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502440.xml","SHA256-XML-1:EBBDD1BDE8F40E011C9D2F950C6E7F88A96838ECCD9DCB4838BC68DA0316CFEF","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502530","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502530","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502530.xml","SHA256-XML-1:BC6BC03FD4D1FF46A65F78B7C3542E0BBCF515047226BA345A2B89ED8E8FD07B","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502530","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502530","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502530.xml","SHA256-XML-1:EEF3636D00C92A46D8B729C8F88E191B3688C76CB3FF640D81D092F4F9437EE5","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502540","Cplus","STADTLER2003::Cplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502540","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Cplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502540.xml","SHA256-XML-1:1F7538FF0D53EDB2CC08D9B7D328954DB4117EE1CB7E1DE4C688AC83686C7A33","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
"STADTLER2003","LSDM_STADTLER2003_MLCLSP_48_erratic_G502540","Eplus","STADTLER2003::Eplus::LSDM_STADTLER2003_MLCLSP_48_erratic_G502540","D:\Dev\LotSizingDataModel.Benchmarks\benchmarks\STADTLER2003\Eplus\instances\LSDM_STADTLER2003_MLCLSP_48_erratic_G502540.xml","SHA256-XML-1:A74202BBA25FA39C200DF1E6ABAFA9FF2F5B5E0CE116DAB2370C29CB82B26781","HISTORICAL_ID_REUSED_ACROSS_SUBFAMILIES"
